title,cuisine,ingredients,steps,url
Cheese Dumplings,,8,8,https://en.wikibooks.org/wiki/Cookbook%3ACheese_Dumplings
Chanterelle Goulash,,10,8,https://en.wikibooks.org/wiki/Cookbook%3AChanterelle_Goulash
Cheesy Mascarpone Cornbread Stuffing,,8,5,https://en.wikibooks.org/wiki/Cookbook%3ACheesy_Mascarpone_Cornbread_Stuffing
Cheese Tart,,6,4,https://en.wikibooks.org/wiki/Cookbook%3ACheese_Tart
Cheeseburgers,,7,5,https://en.wikibooks.org/wiki/Cookbook%3ACheeseburgers
Char-Grilled Strip Steak,,9,6,https://en.wikibooks.org/wiki/Cookbook%3AChar-Grilled_Strip_Steak
Cheese-Stuffed Chicken Breasts,,10,6,https://en.wikibooks.org/wiki/Cookbook%3ACheese-Stuffed_Chicken_Breasts
Cheese Stuffed Tomatoes,,8,4,https://en.wikibooks.org/wiki/Cookbook%3ACheese_Stuffed_Tomatoes
Cherries Jubilee,,7,4,https://en.wikibooks.org/wiki/Cookbook%3ACherries_Jubilee
Cheese Omelette,,7,3,https://en.wikibooks.org/wiki/Cookbook%3ACheese_Omelette
Cheesy Chicken Pasta,,7,5,https://en.wikibooks.org/wiki/Cookbook%3ACheesy_Chicken_Pasta
Cheese Egg Toast,,6,5,https://en.wikibooks.org/wiki/Cookbook%3ACheese_Egg_Toast
Cherbet Mazhar (Algerian Flower Water Drink),,5,3,https://en.wikibooks.org/wiki/Cookbook%3ACherbet_Mazhar_%28Algerian_Flower_Water_Drink%29
Cherbet Meliana (Algerian Cherry Beverage),,4,3,https://en.wikibooks.org/wiki/Cookbook%3ACherbet_Meliana_%28Algerian_Cherry_Beverage%29
Chestnut Puree,,5,7,https://en.wikibooks.org/wiki/Cookbook%3AChestnut_Puree
Chargrilled Asparagus Salad,,10,7,https://en.wikibooks.org/wiki/Cookbook%3AChargrilled_Asparagus_Salad
Cheesy Potato Soup,,12,8,https://en.wikibooks.org/wiki/Cookbook%3ACheesy_Potato_Soup
Cheese Spaetzle,,4,5,https://en.wikibooks.org/wiki/Cookbook%3ACheese_Spaetzle
Charoset (Ashkenazi),,4,3,https://en.wikibooks.org/wiki/Cookbook%3ACharoset_%28Ashkenazi%29
Chereh Tamba (Gambian Groundnut Stew),,14,11,https://en.wikibooks.org/wiki/Cookbook%3AChereh_Tamba_%28Gambian_Groundnut_Stew%29
Champorado (Chocolate Rice Porridge),,5,5,https://en.wikibooks.org/wiki/Cookbook%3AChamporado_%28Chocolate_Rice_Porridge%29
Chapman (Nigerian Party Drink),,5,3,https://en.wikibooks.org/wiki/Cookbook%3AChapman_%28Nigerian_Party_Drink%29
Cherry Soda,,4,4,https://en.wikibooks.org/wiki/Cookbook%3ACherry_Soda
Chicken Madras,Indian,12,8,https://en.wikibooks.org/wiki/Cookbook%3AChicken_Madras
Chicken Pot Pie I,American,5,5,https://en.wikibooks.org/wiki/Cookbook%3AChicken_Pot_Pie_I
Chicken Cabbage Salad,,13,6,https://en.wikibooks.org/wiki/Cookbook%3AChicken_Cabbage_Salad
Chewy Ginger Cookies,,11,9,https://en.wikibooks.org/wiki/Cookbook%3AChewy_Ginger_Cookies
Chicken Parmesan,Italian,10,12,https://en.wikibooks.org/wiki/Cookbook%3AChicken_Parmesan
Chicken Parmigiana,American,12,13,https://en.wikibooks.org/wiki/Cookbook%3AChicken_Parmigiana
Chicago Sirloin with Cabernet Balsamic Reduction,,9,10,https://en.wikibooks.org/wiki/Cookbook%3AChicago_Sirloin_with_Cabernet_Balsamic_Reduction
Chicken Biryani,Indian,16,6,https://en.wikibooks.org/wiki/Cookbook%3AChicken_Biryani
Chicken and Broccoli Casserole,,6,4,https://en.wikibooks.org/wiki/Cookbook%3AChicken_and_Broccoli_Casserole
Chicken and Andouille Sausage Gumbo,,10,8,https://en.wikibooks.org/wiki/Cookbook%3AChicken_and_Andouille_Sausage_Gumbo
Chicken Rice Salad,Canadian,15,4,https://en.wikibooks.org/wiki/Cookbook%3AChicken_Rice_Salad
Chicken Riggies,American,12,3,https://en.wikibooks.org/wiki/Cookbook%3AChicken_Riggies
Chicken Alfredo,,14,8,https://en.wikibooks.org/wiki/Cookbook%3AChicken_Alfredo
Chicken Alfredo Pizza,American,4,4,https://en.wikibooks.org/wiki/Cookbook%3AChicken_Alfredo_Pizza
Chicken Cacciatore,Italian,13,5,https://en.wikibooks.org/wiki/Cookbook%3AChicken_Cacciatore
Chicken Curry (Mediterranean-inspired),Indian,9,3,https://en.wikibooks.org/wiki/Cookbook%3AChicken_Curry_%28Mediterranean-inspired%29
Chicken Pot Pie II,American,11,11,https://en.wikibooks.org/wiki/Cookbook%3AChicken_Pot_Pie_II
Chicken Sopas,,11,11,https://en.wikibooks.org/wiki/Cookbook%3AChicken_Sopas
Chicken and Corn Empanadas,American,11,19,https://en.wikibooks.org/wiki/Cookbook%3AChicken_and_Corn_Empanadas
Chicken Quesadilla,,15,13,https://en.wikibooks.org/wiki/Cookbook%3AChicken_Quesadilla
Chicken Fajitas,,7,7,https://en.wikibooks.org/wiki/Cookbook%3AChicken_Fajitas
Chicken Parisian,,6,4,https://en.wikibooks.org/wiki/Cookbook%3AChicken_Parisian
Chicken Fried Rice,,11,4,https://en.wikibooks.org/wiki/Cookbook%3AChicken_Fried_Rice
Chicken Marinade,,13,3,https://en.wikibooks.org/wiki/Cookbook%3AChicken_Marinade
Chicken Marsala II,American,11,7,https://en.wikibooks.org/wiki/Cookbook%3AChicken_Marsala_II
Chicken and Ricotta Paninis,,5,2,https://en.wikibooks.org/wiki/Cookbook%3AChicken_and_Ricotta_Paninis
Chicken and Pasta Alfredo,Italian,8,4,https://en.wikibooks.org/wiki/Cookbook%3AChicken_and_Pasta_Alfredo
Chicken Soup with Cream and Lemon,,15,3,https://en.wikibooks.org/wiki/Cookbook%3AChicken_Soup_with_Cream_and_Lemon
Chicken Barbecue Sauce,,8,3,https://en.wikibooks.org/wiki/Cookbook%3AChicken_Barbecue_Sauce
Chicken and Black-eyed Pea Stew,,15,8,https://en.wikibooks.org/wiki/Cookbook%3AChicken_and_Black-eyed_Pea_Stew
Chicken Karahi (Pakistani Chicken with Tomato and Peppers),,8,5,https://en.wikibooks.org/wiki/Cookbook%3AChicken_Karahi_%28Pakistani_Chicken_with_Tomato_and_Peppers%29
Chicken Brown Rice Soup,,11,4,https://en.wikibooks.org/wiki/Cookbook%3AChicken_Brown_Rice_Soup
Chicken Mull,,9,7,https://en.wikibooks.org/wiki/Cookbook%3AChicken_Mull
Chicken Soup with Pasta,,19,12,https://en.wikibooks.org/wiki/Cookbook%3AChicken_Soup_with_Pasta
Chicken Cockaigne,,4,8,https://en.wikibooks.org/wiki/Cookbook%3AChicken_Cockaigne
Chicken Soup I,,7,6,https://en.wikibooks.org/wiki/Cookbook%3AChicken_Soup_I
Chicken Bacon Broccoli Alfredo Spaghetti,,11,8,https://en.wikibooks.org/wiki/Cookbook%3AChicken_Bacon_Broccoli_Alfredo_Spaghetti
Chicken Bog I,,8,13,https://en.wikibooks.org/wiki/Cookbook%3AChicken_Bog_I
Chicken Bog II,,8,5,https://en.wikibooks.org/wiki/Cookbook%3AChicken_Bog_II
Chicken Bog III,,12,8,https://en.wikibooks.org/wiki/Cookbook%3AChicken_Bog_III
Chicken Bog (Grand Strand),,5,3,https://en.wikibooks.org/wiki/Cookbook%3AChicken_Bog_%28Grand_Strand%29
Chibwabwa (Zambian Pumpkin Leaves with Groundnut Sauce),,9,10,https://en.wikibooks.org/wiki/Cookbook%3AChibwabwa_%28Zambian_Pumpkin_Leaves_with_Groundnut_Sauce%29
Chickpea Curry (Masaledaar Chole),Indian,12,8,https://en.wikibooks.org/wiki/Cookbook%3AChickpea_Curry_%28Masaledaar_Chole%29
Chili (Vegan),,17,7,https://en.wikibooks.org/wiki/Cookbook%3AChili_%28Vegan%29
Chicken-fried Steak,,9,9,https://en.wikibooks.org/wiki/Cookbook%3AChicken-fried_Steak
Chinese Chews (Nut and Date Bars),,9,6,https://en.wikibooks.org/wiki/Cookbook%3AChinese_Chews_%28Nut_and_Date_Bars%29
Chicken Tikka,Indian,14,5,https://en.wikibooks.org/wiki/Cookbook%3AChicken_Tikka
Chicken Tikka Masala,Indian,13,7,https://en.wikibooks.org/wiki/Cookbook%3AChicken_Tikka_Masala
Chip Butty,British,4,4,https://en.wikibooks.org/wiki/Cookbook%3AChip_Butty
Chicken Tagine with Lemon and Olives,,15,11,https://en.wikibooks.org/wiki/Cookbook%3AChicken_Tagine_with_Lemon_and_Olives
"Chicken with Orange, Spinach and Cherry Tomatoes",,8,14,https://en.wikibooks.org/wiki/Cookbook%3AChicken_with_Orange%2C_Spinach_and_Cherry_Tomatoes
Chili Colorado,,9,6,https://en.wikibooks.org/wiki/Cookbook%3AChili_Colorado
Chicken Stock,,6,5,https://en.wikibooks.org/wiki/Cookbook%3AChicken_Stock
Chili con Bambi,,16,9,https://en.wikibooks.org/wiki/Cookbook%3AChili_con_Bambi
Chickpea Stew,,16,6,https://en.wikibooks.org/wiki/Cookbook%3AChickpea_Stew
Chipotle BBQ Sauce,,8,4,https://en.wikibooks.org/wiki/Cookbook%3AChipotle_BBQ_Sauce
Chipotle BBQ Ribs,,5,6,https://en.wikibooks.org/wiki/Cookbook%3AChipotle_BBQ_Ribs
Chipotle BBQ Chicken Nuggets,,6,5,https://en.wikibooks.org/wiki/Cookbook%3AChipotle_BBQ_Chicken_Nuggets
Chipotle Lime Hot Wings,,8,3,https://en.wikibooks.org/wiki/Cookbook%3AChipotle_Lime_Hot_Wings
Chipotle Lime Grilled Chicken,,6,5,https://en.wikibooks.org/wiki/Cookbook%3AChipotle_Lime_Grilled_Chicken
Chipotle Ketchup,,7,2,https://en.wikibooks.org/wiki/Cookbook%3AChipotle_Ketchup
Chicken Wings Asian Style,,10,3,https://en.wikibooks.org/wiki/Cookbook%3AChicken_Wings_Asian_Style
Chipotle Lime Tortilla Chips,,5,3,https://en.wikibooks.org/wiki/Cookbook%3AChipotle_Lime_Tortilla_Chips
Chipotle Dip,,7,2,https://en.wikibooks.org/wiki/Cookbook%3AChipotle_Dip
Chipotle BBQ Salmon Burgers,,8,4,https://en.wikibooks.org/wiki/Cookbook%3AChipotle_BBQ_Salmon_Burgers
Chickpea Flour Dessert (Mysore Pak),,5,7,https://en.wikibooks.org/wiki/Cookbook%3AChickpea_Flour_Dessert_%28Mysore_Pak%29
Chicken with Paprika and Cream,,5,2,https://en.wikibooks.org/wiki/Cookbook%3AChicken_with_Paprika_and_Cream
Chimichurri,,11,7,https://en.wikibooks.org/wiki/Cookbook%3AChimichurri
Chili Oil,,5,5,https://en.wikibooks.org/wiki/Cookbook%3AChili_Oil
Chicken Soup with Rice and Potatoes,,11,4,https://en.wikibooks.org/wiki/Cookbook%3AChicken_Soup_with_Rice_and_Potatoes
Chickpea Omelette,,7,6,https://en.wikibooks.org/wiki/Cookbook%3AChickpea_Omelette
Chili Mix,,10,2,https://en.wikibooks.org/wiki/Cookbook%3AChili_Mix
Chicken à la King,,10,6,https://en.wikibooks.org/wiki/Cookbook%3AChicken_%C3%A0_la_King
Chili with Meat,,13,4,https://en.wikibooks.org/wiki/Cookbook%3AChili_with_Meat
Chickpea Moi Moi,,8,5,https://en.wikibooks.org/wiki/Cookbook%3AChickpea_Moi_Moi
Chikanda (Zambian Orchid Sausage),,11,12,https://en.wikibooks.org/wiki/Cookbook%3AChikanda_%28Zambian_Orchid_Sausage%29
Chikwanda (Zambian Sweet Potato Stew),,12,10,https://en.wikibooks.org/wiki/Cookbook%3AChikwanda_%28Zambian_Sweet_Potato_Stew%29
Chicken Tetrazzini,,14,13,https://en.wikibooks.org/wiki/Cookbook%3AChicken_Tetrazzini
Chili Powder II,,7,4,https://en.wikibooks.org/wiki/Cookbook%3AChili_Powder_II
Chilli Crab,,12,8,https://en.wikibooks.org/wiki/Cookbook%3AChilli_Crab
Chilli Oil,,3,5,https://en.wikibooks.org/wiki/Cookbook%3AChilli_Oil
Chocolate Pear Bake,,6,9,https://en.wikibooks.org/wiki/Cookbook%3AChocolate_Pear_Bake
Chocolate Mousse,,5,7,https://en.wikibooks.org/wiki/Cookbook%3AChocolate_Mousse
Chipped Beef on Toast,,7,4,https://en.wikibooks.org/wiki/Cookbook%3AChipped_Beef_on_Toast
Chocolate Fudge,,7,7,https://en.wikibooks.org/wiki/Cookbook%3AChocolate_Fudge
Chocolate Balls,,8,6,https://en.wikibooks.org/wiki/Cookbook%3AChocolate_Balls
Chocolate Chip Pumpkin Cookies,,12,7,https://en.wikibooks.org/wiki/Cookbook%3AChocolate_Chip_Pumpkin_Cookies
Chocolate Chocolate Chip Muffins,,10,4,https://en.wikibooks.org/wiki/Cookbook%3AChocolate_Chocolate_Chip_Muffins
Chocolate Macaroons (no-bake),,7,8,https://en.wikibooks.org/wiki/Cookbook%3AChocolate_Macaroons_%28no-bake%29
Chocolate Crinkles,,9,9,https://en.wikibooks.org/wiki/Cookbook%3AChocolate_Crinkles
Chocolate Sour-Cream Icing,,6,4,https://en.wikibooks.org/wiki/Cookbook%3AChocolate_Sour-Cream_Icing
Chocolate Chip Cookies (Gluten-Free),,10,8,https://en.wikibooks.org/wiki/Cookbook%3AChocolate_Chip_Cookies_%28Gluten-Free%29
Chocolate Noodles with Vanilla sauce,,13,10,https://en.wikibooks.org/wiki/Cookbook%3AChocolate_Noodles_with_Vanilla_sauce
Chocolate Chip Pancakes I,,10,12,https://en.wikibooks.org/wiki/Cookbook%3AChocolate_Chip_Pancakes_I
Chocolate Chip Peanut Butter Toast,,3,4,https://en.wikibooks.org/wiki/Cookbook%3AChocolate_Chip_Peanut_Butter_Toast
Chocolate Icing,,3,3,https://en.wikibooks.org/wiki/Cookbook%3AChocolate_Icing
Choco-Nutty Pie,,8,4,https://en.wikibooks.org/wiki/Cookbook%3AChoco-Nutty_Pie
Chocolate Bourbon Pecan Pie,,8,10,https://en.wikibooks.org/wiki/Cookbook%3AChocolate_Bourbon_Pecan_Pie
Chocolate Sauce,,4,2,https://en.wikibooks.org/wiki/Cookbook%3AChocolate_Sauce
Chocolate Chip Cookies (Vegan),,8,7,https://en.wikibooks.org/wiki/Cookbook%3AChocolate_Chip_Cookies_%28Vegan%29
Chivito (Uruguayan Beef Sandwich),,9,7,https://en.wikibooks.org/wiki/Cookbook%3AChivito_%28Uruguayan_Beef_Sandwich%29
Chipotle Sliders,American,9,5,https://en.wikibooks.org/wiki/Cookbook%3AChipotle_Sliders
Chocolate and Nut Covered Strawberries,,9,5,https://en.wikibooks.org/wiki/Cookbook%3AChocolate_and_Nut_Covered_Strawberries
Chocolate Bananas Foster,American,12,4,https://en.wikibooks.org/wiki/Cookbook%3AChocolate_Bananas_Foster
Chipotle Maple Glazed Pork Tenderloin,,9,6,https://en.wikibooks.org/wiki/Cookbook%3AChipotle_Maple_Glazed_Pork_Tenderloin
Chocolate Chip Cookies II,,9,9,https://en.wikibooks.org/wiki/Cookbook%3AChocolate_Chip_Cookies_II
Chips Cheese and Gravy,,8,6,https://en.wikibooks.org/wiki/Cookbook%3AChips_Cheese_and_Gravy
Chocolate Chip Cookies III,,9,6,https://en.wikibooks.org/wiki/Cookbook%3AChocolate_Chip_Cookies_III
Chocolate Sandesh,,5,4,https://en.wikibooks.org/wiki/Cookbook%3AChocolate_Sandesh
Chocolate Mousse (Vegan),,3,5,https://en.wikibooks.org/wiki/Cookbook%3AChocolate_Mousse_%28Vegan%29
Chocolate Chip Cookies I,,11,8,https://en.wikibooks.org/wiki/Cookbook%3AChocolate_Chip_Cookies_I
Chocolate Chip Balls,,13,7,https://en.wikibooks.org/wiki/Cookbook%3AChocolate_Chip_Balls
Chocolate Spread,,6,6,https://en.wikibooks.org/wiki/Cookbook%3AChocolate_Spread
Chocolate Marmalade Layer Cake,,8,11,https://en.wikibooks.org/wiki/Cookbook%3AChocolate_Marmalade_Layer_Cake
Chocolate Chip Cookies IV,,10,9,https://en.wikibooks.org/wiki/Cookbook%3AChocolate_Chip_Cookies_IV
Chocolate Orange Hot Cross Bun Trifle,,9,14,https://en.wikibooks.org/wiki/Cookbook%3AChocolate_Orange_Hot_Cross_Bun_Trifle
Chocolate Milkshake,,4,3,https://en.wikibooks.org/wiki/Cookbook%3AChocolate_Milkshake
Chishimba (Zambian Cassava Cake),,11,8,https://en.wikibooks.org/wiki/Cookbook%3AChishimba_%28Zambian_Cassava_Cake%29
Chocolate Chip Pancakes II,,12,13,https://en.wikibooks.org/wiki/Cookbook%3AChocolate_Chip_Pancakes_II
Chipsi mayai,,9,16,https://en.wikibooks.org/wiki/Cookbook%3AChipsi_mayai
Christmas Mince Pies (Meat-Free),,3,6,https://en.wikibooks.org/wiki/Cookbook%3AChristmas_Mince_Pies_%28Meat-Free%29
Classic Vanilla Milkshake,,5,2,https://en.wikibooks.org/wiki/Cookbook%3AClassic_Vanilla_Milkshake
Chuu Chee Fish,Thai,9,8,https://en.wikibooks.org/wiki/Cookbook%3AChuu_Chee_Fish
Choucroute (Sauerkraut with Meat and Potatoes),French,9,8,https://en.wikibooks.org/wiki/Cookbook%3AChoucroute_%28Sauerkraut_with_Meat_and_Potatoes%29
Chocolate Truffles,,4,10,https://en.wikibooks.org/wiki/Cookbook%3AChocolate_Truffles
Clams Steamed in Aluminum Foil,,8,7,https://en.wikibooks.org/wiki/Cookbook%3AClams_Steamed_in_Aluminum_Foil
Cioppino (Italian Seafood Stew),,18,10,https://en.wikibooks.org/wiki/Cookbook%3ACioppino_%28Italian_Seafood_Stew%29
Cinnamon Croutons,,4,5,https://en.wikibooks.org/wiki/Cookbook%3ACinnamon_Croutons
Chunky Cran Apple Bran Muffins,,12,5,https://en.wikibooks.org/wiki/Cookbook%3AChunky_Cran_Apple_Bran_Muffins
Cochinita Pibil (Mexican Braised Pork),Mexican,15,8,https://en.wikibooks.org/wiki/Cookbook%3ACochinita_Pibil_%28Mexican_Braised_Pork%29
Churros I,Mexican,6,8,https://en.wikibooks.org/wiki/Cookbook%3AChurros_I
Cinnamon Chicken,,11,9,https://en.wikibooks.org/wiki/Cookbook%3ACinnamon_Chicken
Cinnamon-braised Chicken (Kotopoulo Kapama),,14,5,https://en.wikibooks.org/wiki/Cookbook%3ACinnamon-braised_Chicken_%28Kotopoulo_Kapama%29
Chokladboll (Swedish Chocolate Balls),,7,7,https://en.wikibooks.org/wiki/Cookbook%3AChokladboll_%28Swedish_Chocolate_Balls%29
Chraime (Sephardic Fish and Vegetable Casserole),,12,4,https://en.wikibooks.org/wiki/Cookbook%3AChraime_%28Sephardic_Fish_and_Vegetable_Casserole%29
Christmas Ham,,3,9,https://en.wikibooks.org/wiki/Cookbook%3AChristmas_Ham
Chuck Wagon Beans,American,13,3,https://en.wikibooks.org/wiki/Cookbook%3AChuck_Wagon_Beans
Chunky Guacamole,Mexican,3,3,https://en.wikibooks.org/wiki/Cookbook%3AChunky_Guacamole
Cholley (Chickpea Curry),Indian,13,6,https://en.wikibooks.org/wiki/Cookbook%3ACholley_%28Chickpea_Curry%29
Chupaqueso,,3,5,https://en.wikibooks.org/wiki/Cookbook%3AChupaqueso
Chocolate-Jalapeno Truffles,,6,10,https://en.wikibooks.org/wiki/Cookbook%3AChocolate-Jalapeno_Truffles
Chocolate Zucchini Cake,,15,7,https://en.wikibooks.org/wiki/Cookbook%3AChocolate_Zucchini_Cake
Churri (Indian Yogurt Herb Sauce),Indian,9,5,https://en.wikibooks.org/wiki/Cookbook%3AChurri_%28Indian_Yogurt_Herb_Sauce%29
Cincinnati-Style Chili,,18,5,https://en.wikibooks.org/wiki/Cookbook%3ACincinnati-Style_Chili
Chow Mein,Chinese,11,7,https://en.wikibooks.org/wiki/Cookbook%3AChow_Mein
Classic Pot Roast,,16,8,https://en.wikibooks.org/wiki/Cookbook%3AClassic_Pot_Roast
Cinnamon Glazed Apples,,7,7,https://en.wikibooks.org/wiki/Cookbook%3ACinnamon_Glazed_Apples
Cocoa Mix,,4,3,https://en.wikibooks.org/wiki/Cookbook%3ACocoa_Mix
Ciabatta,,5,8,https://en.wikibooks.org/wiki/Cookbook%3ACiabatta
Classic Salad,,6,5,https://en.wikibooks.org/wiki/Cookbook%3AClassic_Salad
Cocoa-Coconut Bites,,4,3,https://en.wikibooks.org/wiki/Cookbook%3ACocoa-Coconut_Bites
Christmas Cinnamon Cookies,,8,6,https://en.wikibooks.org/wiki/Cookbook%3AChristmas_Cinnamon_Cookies
Chukauni (Nepalese Potato Salad),,10,9,https://en.wikibooks.org/wiki/Cookbook%3AChukauni_%28Nepalese_Potato_Salad%29
Christmas Pudding II,,15,4,https://en.wikibooks.org/wiki/Cookbook%3AChristmas_Pudding_II
Chola and Roti,,10,6,https://en.wikibooks.org/wiki/Cookbook%3AChola_and_Roti
Classic Mince Pies,,11,6,https://en.wikibooks.org/wiki/Cookbook%3AClassic_Mince_Pies
Classic Puff Pastry,,5,12,https://en.wikibooks.org/wiki/Cookbook%3AClassic_Puff_Pastry
Chorba Frik (Freekeh Soup),,12,3,https://en.wikibooks.org/wiki/Cookbook%3AChorba_Frik_%28Freekeh_Soup%29
Choripán (Argentine Chorizo Sandwich),,6,6,https://en.wikibooks.org/wiki/Cookbook%3AChorip%C3%A1n_%28Argentine_Chorizo_Sandwich%29
Citrus Energy Drink,,6,4,https://en.wikibooks.org/wiki/Cookbook%3ACitrus_Energy_Drink
Coq au Vin I,French,11,6,https://en.wikibooks.org/wiki/Cookbook%3ACoq_au_Vin_I
Coconut Chutney (North Indian),Indian,6,2,https://en.wikibooks.org/wiki/Cookbook%3ACoconut_Chutney_%28North_Indian%29
Colcannon,,10,7,https://en.wikibooks.org/wiki/Cookbook%3AColcannon
Coriander Chutney,Indian,5,4,https://en.wikibooks.org/wiki/Cookbook%3ACoriander_Chutney
Coconut Barfi,Indian,5,5,https://en.wikibooks.org/wiki/Cookbook%3ACoconut_Barfi
Coconut Cream and Pound Cake with Moscatel (Bienmesabe),,6,8,https://en.wikibooks.org/wiki/Cookbook%3ACoconut_Cream_and_Pound_Cake_with_Moscatel_%28Bienmesabe%29
Coleslaw I,,4,4,https://en.wikibooks.org/wiki/Cookbook%3AColeslaw_I
Coconut Rice (Nasi Lemak),,5,4,https://en.wikibooks.org/wiki/Cookbook%3ACoconut_Rice_%28Nasi_Lemak%29
"Cod, Olive Oil, and Cream Sauce (Brandade de Morue)",French,7,9,https://en.wikibooks.org/wiki/Cookbook%3ACod%2C_Olive_Oil%2C_and_Cream_Sauce_%28Brandade_de_Morue%29
Consommé,,5,12,https://en.wikibooks.org/wiki/Cookbook%3AConsomm%C3%A9
Cola BBQ Sauce,,6,3,https://en.wikibooks.org/wiki/Cookbook%3ACola_BBQ_Sauce
Cola BBQ Chicken,,3,5,https://en.wikibooks.org/wiki/Cookbook%3ACola_BBQ_Chicken
Cognac Beef Stew,,17,8,https://en.wikibooks.org/wiki/Cookbook%3ACognac_Beef_Stew
Coffee Rum Glazed Apples,,7,5,https://en.wikibooks.org/wiki/Cookbook%3ACoffee_Rum_Glazed_Apples
Coq au Vin II,French,19,9,https://en.wikibooks.org/wiki/Cookbook%3ACoq_au_Vin_II
Coconut Rum-Battered Shrimp,,9,5,https://en.wikibooks.org/wiki/Cookbook%3ACoconut_Rum-Battered_Shrimp
Coleslaw II,,9,4,https://en.wikibooks.org/wiki/Cookbook%3AColeslaw_II
Coddle,,7,4,https://en.wikibooks.org/wiki/Cookbook%3ACoddle
Cola de Mono,,7,6,https://en.wikibooks.org/wiki/Cookbook%3ACola_de_Mono
Coconut Crusted Baked Cod,,9,5,https://en.wikibooks.org/wiki/Cookbook%3ACoconut_Crusted_Baked_Cod
Coconut Pudding I,Thai,5,10,https://en.wikibooks.org/wiki/Cookbook%3ACoconut_Pudding_I
Coconut Pyramids,,5,7,https://en.wikibooks.org/wiki/Cookbook%3ACoconut_Pyramids
Coquitos (Coconut Macaroons),,5,5,https://en.wikibooks.org/wiki/Cookbook%3ACoquitos_%28Coconut_Macaroons%29
Confederate Cush,,5,5,https://en.wikibooks.org/wiki/Cookbook%3AConfederate_Cush
Coffee Cake,,14,7,https://en.wikibooks.org/wiki/Cookbook%3ACoffee_Cake
Cola I,,14,8,https://en.wikibooks.org/wiki/Cookbook%3ACola_I
Common Sauce (Hartshorne),,8,4,https://en.wikibooks.org/wiki/Cookbook%3ACommon_Sauce_%28Hartshorne%29
Coconut Biscuits,,3,7,https://en.wikibooks.org/wiki/Cookbook%3ACoconut_Biscuits
Cold Potatoes Fried,,4,4,https://en.wikibooks.org/wiki/Cookbook%3ACold_Potatoes_Fried
Coconut Rice (Indonesian),Greek,6,6,https://en.wikibooks.org/wiki/Cookbook%3ACoconut_Rice_%28Indonesian%29
Coconut Rice (Indian),,9,3,https://en.wikibooks.org/wiki/Cookbook%3ACoconut_Rice_%28Indian%29
Colcannon (Scottish),,5,2,https://en.wikibooks.org/wiki/Cookbook%3AColcannon_%28Scottish%29
Coq au Vin III,,23,10,https://en.wikibooks.org/wiki/Cookbook%3ACoq_au_Vin_III
Coconut Pudding II,,4,5,https://en.wikibooks.org/wiki/Cookbook%3ACoconut_Pudding_II
Cocoyam Fufu,,3,3,https://en.wikibooks.org/wiki/Cookbook%3ACocoyam_Fufu
Cola II,,16,3,https://en.wikibooks.org/wiki/Cookbook%3ACola_II
Cola III,,14,4,https://en.wikibooks.org/wiki/Cookbook%3ACola_III
Cola IV,,16,5,https://en.wikibooks.org/wiki/Cookbook%3ACola_IV
Cola V,,12,4,https://en.wikibooks.org/wiki/Cookbook%3ACola_V
Cottage Cheese Eggs,,3,5,https://en.wikibooks.org/wiki/Cookbook%3ACottage_Cheese_Eggs
Cream Cheese Wontons,,4,6,https://en.wikibooks.org/wiki/Cookbook%3ACream_Cheese_Wontons
Corn on the Cob with Husks,,3,5,https://en.wikibooks.org/wiki/Cookbook%3ACorn_on_the_Cob_with_Husks
Corn Soup,,7,6,https://en.wikibooks.org/wiki/Cookbook%3ACorn_Soup
Corn Pone,American,4,6,https://en.wikibooks.org/wiki/Cookbook%3ACorn_Pone
Cottage Cheese Pancakes,,7,3,https://en.wikibooks.org/wiki/Cookbook%3ACottage_Cheese_Pancakes
Corn Muffins,,7,4,https://en.wikibooks.org/wiki/Cookbook%3ACorn_Muffins
Cranberry Orange Squares,,7,10,https://en.wikibooks.org/wiki/Cookbook%3ACranberry_Orange_Squares
Cornmeal Pancakes (Arepa),,4,7,https://en.wikibooks.org/wiki/Cookbook%3ACornmeal_Pancakes_%28Arepa%29
Cornbread II,,8,6,https://en.wikibooks.org/wiki/Cookbook%3ACornbread_II
Cream of Duck and Mushroom Soup,,7,5,https://en.wikibooks.org/wiki/Cookbook%3ACream_of_Duck_and_Mushroom_Soup
Corn and Kelp Chowder,American,8,4,https://en.wikibooks.org/wiki/Cookbook%3ACorn_and_Kelp_Chowder
Cornbread I,American,10,8,https://en.wikibooks.org/wiki/Cookbook%3ACornbread_I
Corn Sticks,,9,6,https://en.wikibooks.org/wiki/Cookbook%3ACorn_Sticks
Corn Dogs,American,7,5,https://en.wikibooks.org/wiki/Cookbook%3ACorn_Dogs
Corn and Shrimp Chowder,American,11,12,https://en.wikibooks.org/wiki/Cookbook%3ACorn_and_Shrimp_Chowder
Corn Pancakes,American,13,14,https://en.wikibooks.org/wiki/Cookbook%3ACorn_Pancakes
Crab Dip,,7,3,https://en.wikibooks.org/wiki/Cookbook%3ACrab_Dip
Corny Soufflé,American,6,6,https://en.wikibooks.org/wiki/Cookbook%3ACorny_Souffl%C3%A9
Corn Bread Fish,,5,8,https://en.wikibooks.org/wiki/Cookbook%3ACorn_Bread_Fish
Cream Cheese Mints,Canadian,4,5,https://en.wikibooks.org/wiki/Cookbook%3ACream_Cheese_Mints
